Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kiribati,KIR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,870,860,690,660,790,780,590,540,520,550,640,670,720,960,1030,1020,1050,1150,1090,1340,1470,1300,1330,1340,1250,1310,1480,1700,1710,1820,1930,1900,2040,2090,2620,2980,3200,3450,2800,2930,3170,3440,2910,
St. Kitts and Nevis,KNA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1370,1670,1850,1940,2010,2240,2510,3070,3690,4390,4660,5220,5260,5710,6190,6710,7310,7690,8080,7830,8280,9120,9440,9370,9270,10390,11640,12440,13050,15520,15290,15270,15900,16070,17300,17340,17160,17900,18530,19780,21150,18440,18560
"Korea, Rep.",KOR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,120,120,130,130,140,150,190,240,280,310,340,430,550,660,810,970,1280,1680,1870,2030,2050,2170,2340,2480,2850,3530,4520,5380,6450,7570,8310,9010,10090,11820,13320,13550,10330,10430,11030,11950,12850,13790,16200,18520,20800,23440,23860,22040,22290,23590,25660,26980,28160,28720,29330,30300,32750,33830,32930,34980
Kuwait,KWT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20520,20870,21480,19680,16870,17980,18660,18930,22600,28510,35220,42300,47580,51710,45000,42490,43790,49690,53060,51000,41820,35330,31400,33710,36200,,
Latin America & Caribbean (excluding high income),LAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,448.434337408221,463.391006141567,497.562980949519,531.25181796069,562.375825728146,616.893208416766,679.556070850929,825.67310587296,1057.50467574161,1248.82342448414,1327.76573917081,1360.98877036138,1476.30991670455,1733.39483771118,2010.81584007984,2164.52225830723,2058.18396442279,1809.65138332974,1726.42636198221,1632.45944453198,1657.57386675533,1763.36647595144,1892.95308113976,1957.20322978545,2064.29387722215,2311.60065857432,2618.83516468366,2873.58396598142,3278.66166848974,3498.87738049708,3905.1609206677,4225.22676521183,4218.30298392558,3982.71012297758,4021.11731352059,3870.58330494603,3639.13213941509,3648.37793081658,3924.6035595408,4375.6297219907,5031.18531910215,5859.04139754708,6735.58839466333,6874.04204693761,7619.21307581567,8458.28580343224,9346.89173160202,9790.2559923569,9612.90302211588,8783.01417992311,8047.0303200385,7911.64549757574,8188.05564084735,8253.94081212748,7174.32201343857,7537.33285803839
Lao PDR,LAO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,550,430,250,210,190,210,250,280,310,350,380,370,310,290,280,310,320,340,390,460,510,620,750,890,1000,1140,1370,1610,1830,1980,2130,2260,2490,2540,2490,2520
Lebanon,LBN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,1700,1920,2220,2610,3160,3720,4000,4250,4490,4600,4460,4200,3790,4730,4890,4860,5410,6060,6870,7470,7560,7560,7650,7540,7290,7220,7460,7590,7280,4660,3450
Liberia,LBR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,180,210,250,290,330,390,430,460,520,570,650,650,650,640,640,630,610,600,620
Libya,LBY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170,5160,5140,6860,8840,11140,12650,11560,12230,6110,12900,11470,9070,8380,7730,9900,11180,10200,7740,8430
St. Lucia,LCA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1530,1510,1660,1940,2500,2830,3330,3570,3730,3850,4400,4420,4510,4650,4850,4760,4930,5150,5250,4990,5010,5370,6000,6230,7260,7500,8090,8020,8170,8820,8850,8790,8840,8740,9430,10060,10720,10840,8910,9680
Latin America & Caribbean,LCN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,488.785020704548,503.379379073159,538.396532584775,573.274901939027,610.068435393755,668.870276423365,735.014001870804,889.08577897017,1129.74605907784,1308.84042573328,1388.42920451989,1427.75465384063,1557.2269849131,1831.84059815405,2131.35728282228,2318.05804481725,2202.97879379886,1941.07053302724,1852.51708853517,1759.77395515953,1792.62729439472,1892.10398782783,2023.64859889333,2053.64482757458,2159.61549144011,2397.15125981679,2708.7462536952,2953.57513394639,3330.27312907502,3571.83170495295,3969.57506972106,4299.61673970555,4292.76162965049,4087.87128977149,4155.00332036733,4033.86553451589,3784.20657804519,3775.55889090815,4094.05379133173,4583.72961781277,5277.11192983881,6154.31882248895,7088.00071034321,7262.05364610303,8040.84581267756,8856.32216336157,9782.41362016686,10195.9844430685,10083.0813014451,9122.30093473327,8407.50010346202,8295.67058490361,8626.96424849315,8722.61934610076,7601.10613405841,8023.8756174262
Least developed countries: UN classification,LDC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,228.33012899967,251.699310733872,281.849420793495,303.869295695773,317.3345187414,324.876155197528,344.363614872653,294.171596447539,276.593372616087,249.672326094047,261.995679785332,273.92122008381,288.701057892932,286.912612814371,288.402655536425,299.068588570051,305.912945464516,317.647899467282,341.214220917114,391.939219327677,445.305133558106,496.883080057532,568.078013899504,659.21250354824,721.857613490375,776.70024098349,833.410119017772,907.564626118434,983.550391274676,1031.52107330279,1010.6683573469,996.160990439882,1030.71828916425,1074.99531615091,1120.98236162203,1103.37133986056,1161.4189262815
Low income,LIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.288475113717,588.486547421772,606.097661947993,657.613326493668,519.225684450628,468.457120616557,398.442101908233,400.728332137693,404.495190783326,417.342068479436,402.364438329914,395.873918902561,399.59941328751,417.86380848467,440.022993572002,477.260841330317,545.28816079421,612.114279736698,691.108695293686,792.814958367074,915.00269739795,1006.7478183123,1073.25328366814,887.570758528333,781.572639104865,758.134348593883,782.426840092,759.810046345748,748.271741849984,759.06188051367,716.852411942431,719.102579059179,688.935336095456,721.621561493961
Liechtenstein,LIE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,5120,6500,8210,10150,11190,12370,14760,18510,22610,22620,20320,18770,19020,19730,22870,31170,41490,43620,45470,47570,54350,56680,62010,70050,78570,80150,77660,78660,78870,68260,65050,68450,78700,92710,104050,112190,121900,116440,,,,,,,,,,,,
Sri Lanka,LKA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,130,130,130,150,170,160,170,170,170,180,210,250,270,260,260,240,260,280,300,310,310,330,370,410,430,460,440,460,490,550,600,640,690,740,800,820,840,870,830,840,940,1060,1210,1360,1550,1790,2010,2410,2850,3360,3490,3640,3760,3810,3870,4040,4010,3720,3820
Lower middle income,LMC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,113.463010172891,114.412610918724,123.811961962121,133.591928127605,140.125731192321,150.72726362033,175.603989466977,218.997167059167,263.030532536048,289.181741073217,303.975782480759,329.983440258706,371.966841522428,430.168418912656,478.239392075532,508.035356503452,509.403217862783,486.97425902593,493.589832547698,513.724665661752,541.961892191614,556.396744299326,534.427575609467,529.169692726513,506.992808512357,510.002937323267,494.921559408885,509.981888728185,547.664087950816,600.375834905548,623.536546182827,585.220401537728,588.758569733296,595.667440999846,618.683559259698,633.697233656816,697.83430509548,810.206793155268,925.771624808525,1046.38112083724,1214.93313674208,1394.08550311751,1518.02615139433,1668.81853356761,1843.95824082315,2058.83403920752,2165.80763882697,2206.57253962337,2159.11491960186,2166.8662919211,2219.50086303714,2356.28004833963,2428.43044362638,2280.68284351749,2484.95080875774
Low & middle income,LMY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,133.080667207152,143.268704063765,157.32551566866,171.109373363989,179.037041075488,179.49114124409,184.123439330982,200.329421604875,216.939420342811,229.289094042096,247.151364612432,294.986230962532,365.767397883453,433.217408527945,455.345121748223,473.395238742573,508.650940030029,583.007376724437,667.376241487789,719.943058278329,714.297641092593,676.319847631137,663.141223176685,665.343888134555,692.761454486965,741.544134979706,784.545726211466,783.066053920479,821.843085393754,821.265477791756,858.326501103919,880.623820618299,926.921137113004,995.415695262241,1096.40599496165,1167.54003473762,1129.28027591799,1109.05968945328,1142.96402957906,1151.0279250558,1170.01223672933,1271.57449944945,1477.29114014665,1715.82752930058,1987.54509516397,2346.20134916726,2755.63200442093,2965.57278856191,3310.04506509365,3668.24348939301,4148.64925276045,4485.13482694556,4629.52763347916,4506.50315189364,4414.13658541344,4497.77641184816,4806.56245986804,5035.94434770631,4844.83614653197,5297.55622225421
Lesotho,LSO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,80,80,80,80,90,90,100,150,220,230,280,310,340,400,440,510,610,540,490,410,390,420,500,520,550,580,650,660,680,690,700,690,620,610,580,640,590,670,810,1020,1130,1300,1290,1190,1270,1360,1500,1460,1350,1310,1270,1190,1230,1330,1210,1270
Late-demographic dividend,LTE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,200.047268966265,197.252444518501,201.747283631867,223.827460798709,249.154748717113,265.686504278221,290.677560122195,350.90652015655,422.486229524261,484.633856356369,498.384416967442,531.824662961977,579.851571695713,668.19787387371,744.557526537205,767.006899618759,747.431464299169,696.425777941254,713.059639333835,718.629566602927,768.917304219478,828.335323003461,908.734747138307,953.026216308229,982.634109584909,1059.58633969222,1083.74469976092,1107.92190539917,1184.2098560654,1349.91114555758,1560.70573157452,1710.19922815865,1661.27817152666,1596.32918438787,1633.00918518515,1642.63164792571,1720.18055044178,1916.03482829761,2274.06699876188,2688.7803516024,3188.88358543734,3874.73523817041,4697.72510297145,5132.79058147907,5768.62114292589,6501.71637895677,7474.05412697205,8268.55963769086,8670.56146118036,8494.83703739145,8337.24107771201,8543.54149635447,9337.93853409794,10006.0476625278,9876.29895996849,10896.8150143492
Lithuania,LTU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2860,2980,3210,3450,3820,4700,6010,7560,8800,10600,12680,12460,12570,13320,14100,15340,16070,15190,14890,15280,17470,19060,19620,21610
Luxembourg,LUX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1630,1680,1870,1920,2020,2070,2240,2560,3220,3440,4050,5200,6850,7890,8470,9030,10600,12870,15390,15400,14850,13410,12990,13050,15520,19980,25870,28540,31330,35170,38990,40050,41330,45760,48560,49360,46350,46520,45690,45000,42520,46050,62680,73180,71370,85730,86000,70650,77640,79210,87950,85160,86760,73530,73730,75800,79540,77110,81110,
Latvia,LVA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720,2870,2990,3320,3600,3940,4670,5830,7390,8930,11230,13530,14120,12650,12740,13800,14850,15340,15110,14800,14870,16550,17810,17900,19370
"Macao SAR, China",MAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,4770,4600,5220,6510,7490,8080,8980,9990,12570,14310,16030,17430,17490,17330,15700,14640,14720,15760,16290,17840,22220,23950,26190,34150,33780,36100,45260,54490,60790,69510,72140,62090,63710,69950,76460,75820,46730,
St. Martin (French part),MAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,220,240,250,270,290,350,440,540,580,600,650,780,980,960,940,790,730,680,770,860,1080,1110,1160,1240,1270,1230,1350,1300,1510,1460,1460,1410,1390,1400,1370,1540,1830,2070,2240,2380,2700,2880,2930,3000,2980,3090,3060,3020,2880,2880,3090,3200,3020,3350
Monaco,MCO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,580,510,490,500,590,710,910,1120,1280,1440,1870,1950,2380,2730,3140,3620,3740,3300,3180,3330,3920,4580,4520,5460
Madagascar,MDG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,130,130,140,140,150,160,170,170,180,180,190,210,260,310,300,310,310,390,500,510,520,480,430,400,400,370,340,300,310,280,290,290,290,280,300,300,300,280,290,300,280,340,340,340,330,380,450,470,470,480,500,520,520,490,470,470,500,520,470,500
Maldives,MDV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,1860,1980,2070,2240,2620,3400,3770,3460,4540,4480,5420,5460,5960,6590,6630,6800,7320,7650,8070,8600,9210,9640,6450,8400
Middle East & North Africa,MEA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476.03490868247,2712.24774923896,2884.4593875263,2897.82720475296,2898.35307533619,3062.50569327877,3170.05045497215,3137.29889017037,3359.36109019261,3856.53795312286,4382.26590984025,5019.36438808562,5780.48463445224,6719.58450668403,6953.13230054111,7402.15511391561,7613.38397626718,8427.37912750777,8814.42518726347,8767.82394810284,8090.31366538879,7683.85856994281,7312.53967747733,7522.81840641288,7644.5726394276,7048.90154133369,
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,360,390,440,480,510,560,610,640,680,730,820,990,1210,1460,1540,1480,1590,1890,2560,3270,3000,2400,2200,2270,2080,2040,2090,2370,2790,3250,3770,4490,5310,4790,4620,4660,5000,5510,6210,6740,7100,7360,7820,8050,8690,9250,9780,8820,9040,9310,10050,10270,10500,10160,9390,8920,9180,9470,8530,9380
Marshall Islands,MHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070,2690,2590,2690,2830,2960,3110,3100,3130,3280,3440,3310,3450,3280,3470,3550,3570,3470,3880,4040,4290,4250,4440,4840,5050,4940,5050
Middle income,MIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,135.907311313471,146.595364350801,161.319877295083,175.50379167799,183.770499239259,184.054253692746,188.745504720029,205.584668760279,222.743893123116,235.580587081556,254.146712090418,303.732808481496,376.631428012836,446.151347649806,469.022258148902,487.675813407942,524.493576624366,601.545251250521,688.82426950503,743.761755153849,738.923703658698,700.664963596514,688.022745876002,690.872371713765,718.723511177412,768.41520299076,812.458061326274,810.467341483493,851.370144206175,849.380087446175,893.368970852341,919.413389760292,971.856049708357,1045.593175956,1154.05920064314,1230.44748847764,1191.14987551278,1170.81313594913,1208.09340792426,1216.41358957646,1236.32758270992,1344.94187237889,1564.75598721024,1820.96396776679,2112.98359231166,2498.86046251643,2939.42576192911,3164.63191427418,3540.50530649918,3956.47226349427,4501.23130322636,4880.26049977796,5043.02837185157,4914.93635893797,4819.58271231662,4917.35158595316,5272.17687493376,5535.19709718096,5333.59371104556,5844.88559669145
North Macedonia,MKD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1460,1400,1790,2190,2220,2010,1910,1920,1820,1850,2110,2590,3020,3350,3620,4370,4650,4740,4840,4770,5030,5220,5130,5000,4940,5500,5890,5690,6130
Mali,MLI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,60,60,70,80,90,100,120,140,160,170,220,250,240,200,170,160,180,200,240,290,290,290,320,330,320,280,270,270,280,280,290,280,300,290,350,400,460,500,530,610,660,700,730,730,780,810,800,780,770,830,860,830,870
Malta,MLT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,1090,1260,1560,1990,2120,2320,2660,3300,4280,4670,4550,3940,3830,3690,4000,4930,6260,6910,7600,7940,8720,8570,8600,9250,10010,10530,10260,10710,11400,10950,10710,12170,14100,15660,16350,17580,20410,20310,21370,22120,22160,23370,24560,25230,23440,24710,27950,29330,26410,30560
Myanmar,MMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,30,30,20,20,10,10,20,20,20,20,20,30,40,40,40,30,30,30,30,30,30,40,30,40,40,40,40,40,40,50,60,70,90,120,130,120,120,130,140,130,150,170,200,230,270,350,460,620,800,990,1160,1210,1170,1200,1180,1220,1270,1340,1140
Middle East & North Africa (excluding high income),MNA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.46216521483,1460.16466338113,1588.28013303867,1638.2461785771,1696.11786575287,1775.09355767473,1831.21698200225,1814.3475662186,1892.297296328,2144.62182249064,2420.03612440999,2761.02831221779,3236.89655292721,3802.70489463665,4156.96295234534,4519.00227459414,4371.81176618571,4720.8098693431,4765.69734237986,4611.02029126733,4163.41862517798,4063.73861605164,3878.91177217644,3770.90586781506,3631.99596561753,3250.86904841379,3460.61405287975
Montenegro,MNE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,2440,3100,3660,4320,5120,6470,6740,6920,7260,7000,7330,7320,7260,7090,7410,8450,9140,7910,9300
Mongolia,MNG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1440,1320,1230,1350,1520,1690,1590,1430,1200,810,510,430,460,550,580,520,480,470,480,530,610,760,900,1120,1410,1800,1790,2000,2590,3650,4330,4210,3800,3490,3240,3690,3850,3740,3760
Northern Mariana Islands,MNP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,190,190,210,250,290,330,320,320,290,320,360,400,420,460,500,540,520,540,600,670,690,640,530,470,460,490,470,480
Mauritania,MRT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,180,230,260,260,270,290,280,290,280,290,340,480,510,540,550,570,640,710,720,670,640,610,580,610,670,740,760,730,810,920,970,870,900,970,870,830,820,730,650,650,710,800,940,1140,1220,1380,1450,1500,1600,1760,1850,1750,1640,1510,1530,1640,1720,1670,1730
Mauritius,MUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,1010,1220,1240,1280,1190,1070,1030,1060,1250,1620,2060,2220,2430,2620,2990,3120,3230,3470,3780,3900,3780,3660,3900,3970,3960,4410,5170,5600,5930,6490,7400,7800,8080,8400,9550,10520,10820,10700,10640,10980,12270,12840,10230,10860
Malawi,MWI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,50,50,50,50,60,60,60,60,60,70,80,90,110,130,130,130,150,170,190,190,180,170,170,160,150,150,160,160,180,210,200,220,160,160,170,200,200,180,160,140,170,220,300,300,310,330,370,410,450,490,460,410,370,350,340,380,440,560,590,630
Malaysia,MYS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,240,250,270,300,320,330,340,350,370,390,440,570,750,860,920,970,1130,1450,1790,1930,1860,1810,1950,1920,1860,1960,2140,2260,2400,2560,2880,3230,3600,4050,4500,4620,3640,3380,3460,3550,3790,4160,4740,5270,5840,6630,7510,7600,8260,9050,10180,10840,11140,10680,10150,9950,10650,11260,10570,10930
North America,NAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,3189.34441958569,3317.37607304854,3503.37400717345,3762.57908523464,4066.72615340877,4235.18275468119,4594.84159509537,4911.410000883,5065.49429537854,5435.25740723013,6066.80753795395,7043.26474192321,7711.38253906535,8213.85457015195,8648.48907857274,9256.41845684991,10385.2213717706,11773.4396358948,12912.8165060766,13852.9534842996,13709.6463033587,14045.7731323561,15624.2336255834,16835.5052125429,18419.4378186563,20615.328808787,22630.3781074201,22875.2576230789,23149.1109461648,23355.3552286303,24713.2000129657,25399.8762113342,26624.0307871929,27959.1918889268,29148.8144035385,30122.519127325,30861.7906707386,32460.800509584,34659.0900056595,35368.3144371979,35967.3914993151,38396.116582887,42180.8162158285,45069.3663332359,46926.1759832677,47980.8810939902,48768.669315721,47420.1541370288,48694.2773522938,50293.242505786,52633.0427682045,53881.1887148419,55444.9658446565,55719.485041468,55812.9915428196,57603.1608568308,61625.5175728521,63981.255356631,62025.2038477449,68151.583487486
Namibia,NAM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1980,1840,1670,1320,1340,1600,1690,1850,1990,2150,2300,2200,2270,2460,2510,2500,2370,2240,2240,2090,2010,2280,2900,3530,4030,4230,4320,4250,4500,5130,5730,5950,5790,5310,4740,4620,4920,5170,4550,4550
New Caledonia,NCL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,1830,2160,2520,3220,3420,3780,4000,5280,6400,6440,6580,6980,6900,7980,7940,7160,5920,5480,5510,6170,8070,13270,14540,14760,15200,16070,15880,16320,17720,18240,17810,14520,13650,13210,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,150,160,160,170,170,170,160,150,150,160,150,160,210,230,220,230,280,350,410,390,360,290,210,220,250,270,330,320,340,360,420,390,300,260,240,240,250,240,220,220,220,250,280,330,360,380,440,480,520,520,550,570,590,560,530,520,570,590,550,590
Nigeria,NGA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,100,110,110,110,110,100,100,120,170,180,200,220,340,400,510,560,560,640,760,970,1260,1450,1130,970,790,710,680,550,560,510,510,360,310,310,390,440,440,460,470,530,630,710,870,1030,1350,1610,1970,2050,2150,2180,2440,2690,2940,2820,2430,2090,1960,2030,2000,2100
Nicaragua,NIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,140,150,160,200,230,290,290,310,310,320,330,380,510,570,600,680,650,500,600,660,680,680,700,690,750,860,680,360,310,220,240,290,450,610,880,880,880,930,960,970,960,1000,1080,1160,1200,1290,1390,1380,1460,1570,1670,1740,1830,1890,1960,2030,1970,1890,1770,2010
Netherlands,NLD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1220,1310,1460,1700,1840,2000,2230,2550,2890,3290,3850,5070,6370,7630,8350,9100,10460,12760,14830,14000,12350,11070,10730,10330,11690,14720,18570,19540,20320,21280,23520,24040,25370,27690,29750,29800,28260,28670,28840,27420,27090,31030,37390,42110,45950,49150,52770,53840,54070,54590,52980,52980,52000,49850,46930,47160,51320,53230,51070,56370
Norway,NOR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1610,1710,1860,2050,2240,2470,2630,2850,3120,3570,4230,5320,6750,8380,9150,9960,11110,13110,15650,16410,15750,14930,15140,15710,17550,20830,23970,25080,26500,27820,30780,30210,30850,32690,35790,37910,36100,35540,36540,38220,39890,44750,54140,63830,70020,78470,87470,87830,88490,90330,99110,104190,104370,92910,81370,75650,80320,81670,77880,84090
Nepal,NPL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,50,50,50,50,70,80,70,70,70,70,80,80,100,110,120,120,120,130,140,160,150,140,160,160,170,180,200,210,210,210,200,190,200,200,210,220,210,220,230,240,240,260,280,310,340,370,430,480,540,630,770,860,880,890,880,990,1120,1230,1190,1230
Nauru,NRU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8870,13000,14920,13690,12720,12310,14500,16230,17330,19470
New Zealand,NZL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,6530,7670,8240,7860,7370,7010,6950,7860,10010,12550,13570,13640,12160,12050,12360,13400,15280,16730,17160,15790,15040,14080,13810,14170,16960,21500,25440,26400,28150,28630,29690,29680,32230,36700,39930,41680,40660,39440,38870,41650,43050,41480,45340
OECD members,OED,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1446.13234699555,1531.61540978315,1646.10353156216,1781.6738517192,1938.41761210052,2057.71141785333,2251.08298676257,2444.42689444671,2587.93114197431,2811.93594020332,3212.31544669337,3917.93846444245,4566.03000064541,5099.74344916796,5377.05813066324,5751.87821311015,6563.36856302774,7864.44288495169,9071.19501604598,9434.36744516136,8957.7399101733,8554.80821777096,8843.61281744766,9253.46322740737,10401.4465427223,12463.2130027102,15137.8636734321,15930.7100523879,16664.7370469522,17318.9646006988,18797.387231197,19272.2469114808,20295.5294608337,21610.3311514072,22639.9459345429,22716.793830996,21891.0645622535,22166.1291837655,23136.1756969891,23103.6126049541,22973.1688589813,24704.1683546953,28159.7496245574,30987.6755563408,32498.2447176188,33757.4496965589,35177.4319358178,34540.7978942049,35473.0932758267,36599.4938791181,37738.3600235708,38375.6590259904,38464.3132270572,37337.112900259,36463.6913208498,36635.2881230442,39044.2267922574,40249.5568725147,38601.2672386806,42094.8708849395
Oman,OMN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,160,230,280,320,330,360,310,700,1510,2770,2720,2650,3070,3960,5480,6210,6160,6320,6560,5930,5390,5210,5660,5710,6040,6510,6280,6160,6270,6470,6810,6530,6370,7070,7830,8000,8290,9410,10690,12660,14560,17430,17740,16080,18620,22270,23340,21920,20160,18190,16130,16370,16430,15030,
Other small states,OSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.38560921409,4713.57324446198,5714.59693386807,6865.73921057892,8308.35830080079,9776.27493977984,11187.314771985,11028.3455450029,11517.4692470171,12467.5563119601,13792.6125988055,14874.3453172267,15086.963106374,14067.4199199528,12934.417024194,12241.049435046,12985.8044122332,13593.4913209056,12380.5570883555,12935.3482554665
Pakistan,PAK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,90,100,100,110,120,130,150,160,170,180,170,150,150,160,180,200,240,270,320,350,360,350,350,340,360,370,400,400,400,400,430,440,440,470,480,470,450,440,480,510,530,570,660,740,800,860,920,950,970,1030,1120,1210,1230,1260,1360,1490,1670,1620,1460,1500
